Negocio|Nombre negocio|Gen|Nombre Gen|Uen|Nombre de la uen|Sublinea|Nomb Sublinea|Cat|Desc_Categoria|Subc|Desc_Subcategoria|Nom abreviado|Segmento|Desc_Segmento|Tipo unidad de medida|Unidad PUM|Descripción PUM                                                                                       
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |071|ALIMENTOS CONGELADOS          |07140|PASABOCAS CONGELADOS          |4029|APANADOS CONGELADOS           |APANACONGE|0296|HAMBURGUESA                   |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |071|ALIMENTOS CONGELADOS          |07140|PASABOCAS CONGELADOS          |4029|APANADOS CONGELADOS           |APANACONGE|0297|NUGGETS                       |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |071|ALIMENTOS CONGELADOS          |07140|PASABOCAS CONGELADOS          |4029|APANADOS CONGELADOS           |APANACONGE|0298|PINCHOS                       |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |071|ALIMENTOS CONGELADOS          |07140|PASABOCAS CONGELADOS          |4059|EMPANADAS CONGELADAS          |EMPANA CON|0000|                              |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |071|ALIMENTOS CONGELADOS          |07140|PASABOCAS CONGELADOS          |4069|OTROS PASABOCAS               |OTRO PASAB|0000|                              |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |071|ALIMENTOS CONGELADOS          |07140|PASABOCAS CONGELADOS          |4074|PALITOS CONGELADOS            |PALITOS   |0000|                              |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |071|ALIMENTOS CONGELADOS          |07140|PASABOCAS CONGELADOS          |4088|PASTELES CONGELADOS           |PASTEL CON|0000|                              |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |071|ALIMENTOS CONGELADOS          |07140|PASABOCAS CONGELADOS          |4092|QUIBBES                       |QUIBBES   |0000|                              |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |071|ALIMENTOS CONGELADOS          |07145|PULPAS Y FRUTAS CONGELADAS    |4518|FRUTAS CONGELADAS             |FRUTAS CON|0000|                              |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |071|ALIMENTOS CONGELADOS          |07145|PULPAS Y FRUTAS CONGELADAS    |4521|PULPAS CONGELADAS             |PULPAS CON|0000|                              |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |071|ALIMENTOS CONGELADOS          |07150|VEGANOS CONGELADOS            |5070|VEGANOS CONGELADOS            |VEGANO.CON|0000|                              |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |071|ALIMENTOS CONGELADOS          |07155|VEGETALES CONGELADOS          |5541|PAPAS CONGELADAS              |PAPAS CONG|0000|                              |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |071|ALIMENTOS CONGELADOS          |07155|VEGETALES CONGELADOS          |5542|PATACON CONGELADO             |PATAC CONG|0000|                              |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |071|ALIMENTOS CONGELADOS          |07155|VEGETALES CONGELADOS          |5543|VERDURAS CONGELADAS           |VERDU CONG|0000|                              |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |071|ALIMENTOS CONGELADOS          |07155|VEGETALES CONGELADOS          |5544|YUCAS CONGELADAS              |YUCAS CONG|0000|                              |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |071|ALIMENTOS CONGELADOS          |09999|CATEGORIA GENERICA            |9999|GENERICO SUBL 71              |CONGELADOS|0000|                              |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1510|ROJOS                         |ROJOS     |0010|C                             |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1510|ROJOS                         |ROJOS     |0011|B                             |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1510|ROJOS                         |ROJOS     |0012|A                             |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1510|ROJOS                         |ROJOS     |0013|AA                            |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1510|ROJOS                         |ROJOS     |0014|AAA                           |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1510|ROJOS                         |ROJOS     |0015|JUMBO                         |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1510|ROJOS                         |ROJOS     |0016|PERCEPTOR                     |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1510|ROJOS                         |ROJOS     |0019|ESPECIALES                    |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1510|ROJOS                         |ROJOS     |0020|LIBRE DE JAULA                |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1510|ROJOS                         |ROJOS     |0021|PASTOREO                      |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1510|ROJOS                         |ROJOS     |0022|TRADICIONALES                 |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1515|BLANCOS                       |BLANCOS   |0010|C                             |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1515|BLANCOS                       |BLANCOS   |0011|B                             |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1515|BLANCOS                       |BLANCOS   |0012|A                             |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1515|BLANCOS                       |BLANCOS   |0013|AA                            |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1515|BLANCOS                       |BLANCOS   |0014|AAA                           |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1515|BLANCOS                       |BLANCOS   |0015|JUMBO                         |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1515|BLANCOS                       |BLANCOS   |0016|PERCEPTOR                     |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1515|BLANCOS                       |BLANCOS   |0019|ESPECIALES                    |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1515|BLANCOS                       |BLANCOS   |0020|LIBRE DE JAULA                |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1515|BLANCOS                       |BLANCOS   |0021|PASTOREO                      |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1515|BLANCOS                       |BLANCOS   |0022|TRADICIONALES                 |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1516|ROJOS AMARRADOS               |ROJOS AMAR|0010|C                             |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1516|ROJOS AMARRADOS               |ROJOS AMAR|0011|B                             |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1516|ROJOS AMARRADOS               |ROJOS AMAR|0012|A                             |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1516|ROJOS AMARRADOS               |ROJOS AMAR|0013|AA                            |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1516|ROJOS AMARRADOS               |ROJOS AMAR|0019|ESPECIALES                    |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1516|ROJOS AMARRADOS               |ROJOS AMAR|0020|LIBRE DE JAULA                |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1516|ROJOS AMARRADOS               |ROJOS AMAR|0021|PASTOREO                      |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1516|ROJOS AMARRADOS               |ROJOS AMAR|0022|TRADICIONALES                 |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1517|BLANCOS AMARRADOS             |BLANC AMAR|0010|C                             |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1517|BLANCOS AMARRADOS             |BLANC AMAR|0011|B                             |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1517|BLANCOS AMARRADOS             |BLANC AMAR|0012|A                             |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1517|BLANCOS AMARRADOS             |BLANC AMAR|0013|AA                            |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1517|BLANCOS AMARRADOS             |BLANC AMAR|0019|ESPECIALES                    |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1517|BLANCOS AMARRADOS             |BLANC AMAR|0020|LIBRE DE JAULA                |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1517|BLANCOS AMARRADOS             |BLANC AMAR|0021|PASTOREO                      |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08215|HUEVOS DE GALLINA             |1517|BLANCOS AMARRADOS             |BLANC AMAR|0022|TRADICIONALES                 |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08216|HUEVOS DE CODORNIZ            |1610|FRESCOS                       |FRESCOS   |0017|NATURAL                       |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08216|HUEVOS DE CODORNIZ            |1615|CONSERVA                      |CONSERVA  |0018|ENVASE                        |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |08220|ADQUISICION                   |2010|ADQUISICION                   |ADQUISICIO|0000|                              |   |   |                              
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |09998|GENERICOS AL 50%              |9998|GENERICOS AL 50%              |GENR AL 50|0000|                              |   |   |                              
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |082|HUEVOS                        |09999|CATEGORIA GENERICA            |9999|GENERICO SUBL 82              |HUEVOS Y F|0000|                              |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0010|ATENDIDO                      |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0020|AUTOSERVICIO                  |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0100|ASADO DE TIRA                 |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0120|BOFFE                         |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0145|CARNE ASAR FREIR              |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0170|CHOCOZUELA                    |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0195|CHULETA DE RES                |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0210|CHUNCHUllO                    |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0220|COLA DE RES                   |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0225|CORAZON DE RES                |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0250|COSTILLA DE RES               |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0265|HIGADO DE RES                 |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0270|HUESO CARNUDO RES             |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0280|HUEVO DE ALDANA               |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0290|LENGUA RES                    |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0325|MILANESA RES                  |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0340|MOLIDAS DE RES                |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0345|MONDONGO                      |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0350|MORRILLO                      |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0360|MUCHACHO                      |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0370|PAJARILLA                     |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0375|PALETERO                      |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0380|PATA ENTERA                   |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0385|PECHO                         |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0410|POSTA                         |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0415|PUNTA DE ANCA                 |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0425|RINON RES.                    |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0430|ROMPE                         |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0440|SOBREBARRIGA                  |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0450|SOLOMITO                      |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0455|SOLOMO EXTRANJERO             |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0460|SOLOMO REDONDO                |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0465|TABLA                         |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0470|TABLEADO                      |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0510|MATERIAS PRIMAS               |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1005|RES NACIONAL                  |RES NACION|0760|HAMBURGUESAS                  |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1010|BRANGUS                       |BRANGUS   |0010|ATENDIDO                      |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1010|BRANGUS                       |BRANGUS   |0020|AUTOSERVICIO                  |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1010|BRANGUS                       |BRANGUS   |0105|ASADO DE TIRA BRANGUS         |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1010|BRANGUS                       |BRANGUS   |0115|BIFE DE CENTRO                |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1010|BRANGUS                       |BRANGUS   |0285|HUEVO DE ALDANA               |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1010|BRANGUS                       |BRANGUS   |0415|PUNTA DE ANCA                 |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1010|BRANGUS                       |BRANGUS   |0445|SOLOMITO                      |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1010|BRANGUS                       |BRANGUS   |0455|SOLOMO EXTRANJERO             |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1010|BRANGUS                       |BRANGUS   |0460|SOLOMO REDONDO                |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1010|BRANGUS                       |BRANGUS   |0520|TABLA BRANGUS                 |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1010|BRANGUS                       |BRANGUS   |0530|BOTA BRANGUS                  |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1010|BRANGUS                       |BRANGUS   |0540|MUCHACHO BRANGUS              |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1010|BRANGUS                       |BRANGUS   |0560|MUCHACHO ANGUS                |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1010|BRANGUS                       |BRANGUS   |0610|PECETO BRANGUS                |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1010|BRANGUS                       |BRANGUS   |0620|VACIO BRANGUS                 |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1010|BRANGUS                       |BRANGUS   |0630|MILANESA BRANGUS              |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1010|BRANGUS                       |BRANGUS   |0640|PUNTA DE ANCA BRANGUS         |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1010|BRANGUS                       |BRANGUS   |0650|SOLOMITO BRANGUS              |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1010|BRANGUS                       |BRANGUS   |0660|SOLOMO EXTRANJERO BRANGUS     |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1010|BRANGUS                       |BRANGUS   |0670|SOLOMO REDONDO BRANGUS        |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1010|BRANGUS                       |BRANGUS   |0675|PALETERO BRANGUS              |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1010|BRANGUS                       |BRANGUS   |0760|HAMBURGUESAS                  |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1010|BRANGUS                       |BRANGUS   |8567|SOBREBARRIGA DELGADA BRANGUS  |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1010|BRANGUS                       |BRANGUS   |8568|MOLIDAS BRANGUS               |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1020|VISCERAS DE RES               |VISCERARES|0010|ATENDIDO                      |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1020|VISCERAS DE RES               |VISCERARES|0020|AUTOSERVICIO                  |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1020|VISCERAS DE RES               |VISCERARES|0680|UBRE                          |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1020|VISCERAS DE RES               |VISCERARES|0690|CRIADILLAS                    |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1020|VISCERAS DE RES               |VISCERARES|0700|ASADURA DE RES                |PES|G  |GRAMO                         
20|ALIMENTOS                     |30|FRESCOS                       |035|CARNICOS                      |086|CARNES ROJAS                  |08610|RES                           |1035|MATERIAS PRIMAS DE RES        |MATPRIMRES|0510|MATERIAS PRIMAS               |PES|G  |GRAMO                         
